id,manhole_id,before_path,after_path,location,timestamp,operation_time_minutes,gas_data,district,division,area,gas_data_raw,device_id,waste_collected_kg,blockage_level,gas_status,date,time
30,MH-0004,/images/before.png,/images/after.png,"{""latitude"": ""17.478014"", ""longitude"": ""78.496241""}",2025-07-03 14:32:40.525037+00:00,23,"{""CO"": 0.43, ""CH4"": 15.22, ""H2S"": 19.6}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.43, ""CH4"": 15.22, ""H2S"": 19.6}",sb_005,9,medium,alert,03-07-2025,32:40.5
31,MH-0004,/images/before.png,/images/after.png,"{""latitude"": ""17.478014"", ""longitude"": ""78.496241""}",2025-07-03 14:04:40.525037+00:00,19,"{""CO"": 2.0, ""CH4"": 23.9, ""H2S"": 4.7}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.0, ""CH4"": 23.9, ""H2S"": 4.7}",sb_006,6,medium,alert,03-07-2025,04:40.5
32,MH-0004,/images/before.png,/images/after.png,"{""latitude"": ""17.478014"", ""longitude"": ""78.496241""}",2025-07-03 13:44:40.525037+00:00,30,"{""CO"": 1.28, ""CH4"": 31.51, ""H2S"": 15.31}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.28, ""CH4"": 31.51, ""H2S"": 15.31}",sb_008,3,high,toxic,03-07-2025,44:40.5
33,MH-0004,/images/before.png,/images/after.png,"{""latitude"": ""17.478014"", ""longitude"": ""78.496241""}",2025-07-03 13:16:40.525037+00:00,23,"{""CO"": 3.76, ""CH4"": 18.63, ""H2S"": 16.71}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.76, ""CH4"": 18.63, ""H2S"": 16.71}",sb_010,10,high,toxic,03-07-2025,16:40.5
34,MH-0005,/images/before.png,/images/after.png,"{""latitude"": ""17.470912"", ""longitude"": ""78.485307""}",2025-07-08 16:07:40.525037+00:00,30,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",sb_007,8,medium,alert,08-07-2025,07:40.5
35,MH-0005,/images/before.png,/images/after.png,"{""latitude"": ""17.470912"", ""longitude"": ""78.485307""}",2025-07-08 15:46:40.525037+00:00,18,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.99, ""CH4"": 5.46, ""H2S"": 2.72}",sb_010,5,medium,alert,08-07-2025,46:40.5
36,MH-0005,/images/before.png,/images/after.png,"{""latitude"": ""17.470912"", ""longitude"": ""78.485307""}",2025-07-08 15:19:40.525037+00:00,15,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",sb_008,7,low,safe,08-07-2025,19:40.5
37,MH-0006,/images/before.png,/images/after.png,"{""latitude"": ""17.474052"", ""longitude"": ""78.494978""}",2025-07-17 16:09:40.525037+00:00,27,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.33, ""CH4"": 22.08, ""H2S"": 1.79}",sb_008,9,high,toxic,17-07-2025,09:40.5
38,MH-0006,/images/before.png,/images/after.png,"{""latitude"": ""17.474052"", ""longitude"": ""78.494978""}",2025-07-17 15:40:40.525037+00:00,17,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",sb_004,5,low,safe,17-07-2025,40:40.5
39,MH-0006,/images/before.png,/images/after.png,"{""latitude"": ""17.474052"", ""longitude"": ""78.494978""}",2025-07-17 15:22:40.525037+00:00,15,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",sb_003,3,high,toxic,17-07-2025,22:40.5
40,MH-0006,/images/before.png,/images/after.png,"{""latitude"": ""17.474052"", ""longitude"": ""78.494978""}",2025-07-17 15:02:40.525037+00:00,23,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.13, ""CH4"": 30.27, ""H2S"": 7.72}",sb_005,2,high,toxic,17-07-2025,02:40.5
41,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 16:00:40.525037+00:00,24,"{""CO"": 1.92, ""CH4"": 98.28, ""H2S"": 14.85}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.92, ""CH4"": 98.28, ""H2S"": 14.85}",sb_006,2,low,safe,21-07-2025,00:40.5
42,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 15:44:40.525037+00:00,22,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.03, ""CH4"": 74.07, ""H2S"": 11.1}",sb_009,2,low,safe,21-07-2025,44:40.5
43,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 15:24:40.525037+00:00,29,"{""CO"": 1.28, ""CH4"": 55.29, ""H2S"": 10.4}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.28, ""CH4"": 55.29, ""H2S"": 10.4}",sb_009,3,high,toxic,21-07-2025,24:40.5
44,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 15:09:40.525037+00:00,25,"{""CO"": 2.25, ""CH4"": 54.59, ""H2S"": 11.86}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.25, ""CH4"": 54.59, ""H2S"": 11.86}",sb_009,7,high,toxic,21-07-2025,09:40.5
45,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 14:45:40.525037+00:00,27,"{""CO"": 3.58, ""CH4"": 54.61, ""H2S"": 11.84}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.58, ""CH4"": 54.61, ""H2S"": 11.84}",sb_001,3,high,toxic,21-07-2025,45:40.5
46,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 14:29:40.525037+00:00,28,"{""CO"": 0.19, ""CH4"": 70.98, ""H2S"": 18.13}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.19, ""CH4"": 70.98, ""H2S"": 18.13}",sb_010,7,medium,alert,21-07-2025,29:40.5
47,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 14:00:40.525037+00:00,24,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",sb_008,6,high,toxic,21-07-2025,00:40.5
48,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 13:33:40.525037+00:00,24,"{""CO"": 0.06, ""CH4"": 63.63, ""H2S"": 9.86}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.06, ""CH4"": 63.63, ""H2S"": 9.86}",sb_008,7,high,toxic,21-07-2025,33:40.5
49,MH-0007,/images/before.png,/images/after.png,"{""latitude"": ""17.472616"", ""longitude"": ""78.486659""}",2025-07-21 13:17:40.525037+00:00,22,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.52, ""CH4"": 95.06, ""H2S"": 1.86}",sb_001,3,high,toxic,21-07-2025,17:40.5
50,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 16:01:40.525037+00:00,23,"{""CO"": 0.73, ""CH4"": 59.45, ""H2S"": 9.87}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.73, ""CH4"": 59.45, ""H2S"": 9.87}",sb_001,5,high,toxic,26-07-2025,01:40.5
51,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 15:31:40.525037+00:00,26,"{""CO"": 3.05, ""CH4"": 41.8, ""H2S"": 7.19}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.05, ""CH4"": 41.8, ""H2S"": 7.19}",sb_004,3,medium,alert,26-07-2025,31:40.5
52,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 15:12:40.525037+00:00,18,"{""CO"": 2.29, ""CH4"": 82.52, ""H2S"": 0.04}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.29, ""CH4"": 82.52, ""H2S"": 0.04}",sb_010,8,high,toxic,26-07-2025,12:40.5
53,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 14:49:40.525037+00:00,28,"{""CO"": 0.05, ""CH4"": 54.99, ""H2S"": 9.13}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.05, ""CH4"": 54.99, ""H2S"": 9.13}",sb_009,10,medium,alert,26-07-2025,49:40.5
54,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 14:25:40.525037+00:00,30,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",sb_002,10,medium,alert,26-07-2025,25:40.5
55,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 13:59:40.525037+00:00,24,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 3.9, ""CH4"": 53.34, ""H2S"": 4.89}",sb_008,8,high,toxic,26-07-2025,59:40.5
56,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 13:30:40.525037+00:00,24,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",sb_009,10,low,safe,26-07-2025,30:40.5
57,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 13:06:40.525037+00:00,22,"{""CO"": 0.81, ""CH4"": 51.53, ""H2S"": 17.47}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 0.81, ""CH4"": 51.53, ""H2S"": 17.47}",sb_003,8,high,toxic,26-07-2025,06:40.5
58,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 12:51:40.525037+00:00,18,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.73, ""CH4"": 39.15, ""H2S"": 5.3}",sb_009,9,low,safe,26-07-2025,51:40.5
59,MH-0008,/images/before.png,/images/after.png,"{""latitude"": ""17.473591"", ""longitude"": ""78.493463""}",2025-07-26 12:34:40.525037+00:00,22,"{""CO"": 4.97, ""CH4"": 39.81, ""H2S"": 9.55}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 4.97, ""CH4"": 39.81, ""H2S"": 9.55}",sb_008,8,low,safe,26-07-2025,34:40.5
60,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 16:13:40.525037+00:00,19,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",sb_010,6,low,safe,08-07-2025,13:40.5
61,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 15:50:40.525037+00:00,26,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.93, ""CH4"": 0.22, ""H2S"": 9.91}",sb_004,10,high,toxic,08-07-2025,50:40.5
62,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 15:29:40.525037+00:00,21,"{""CO"": 1.21, ""CH4"": 74.77, ""H2S"": 10.84}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.21, ""CH4"": 74.77, ""H2S"": 10.84}",sb_007,7,low,safe,08-07-2025,29:40.5
63,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 15:13:40.525037+00:00,17,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",sb_005,8,high,toxic,08-07-2025,13:40.5
64,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 14:47:40.525037+00:00,25,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",sb_003,10,low,safe,08-07-2025,47:40.5
65,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 14:24:40.525037+00:00,17,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.79, ""CH4"": 13.15, ""H2S"": 9.88}",sb_002,5,low,safe,08-07-2025,24:40.5
66,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 14:09:40.525037+00:00,30,"{""CO"": 1.14, ""CH4"": 13.82, ""H2S"": 7.13}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 1.14, ""CH4"": 13.82, ""H2S"": 7.13}",sb_005,6,low,safe,08-07-2025,09:40.5
67,MH-0009,/images/before.png,/images/after.png,"{""latitude"": ""17.478249"", ""longitude"": ""78.495694""}",2025-07-08 13:46:40.525037+00:00,28,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",Hyderabad,Division 9 (Kukatpally),Hasmathpet,"{""CO"": 2.61, ""CH4"": 39.38, ""H2S"": 9.12}",sb_003,7,medium,alert,08-07-2025,46:40.5
